region,actor,flood_scenario,lhs_enhanced_priority_score,lhs_mean_failure_probability,historical_flood_exposure_score,removed_component,removed_component_label,ablated_priority_score,score_change,absolute_score_change,full_rank,ablated_rank,rank_shift
Tasikmalaya,Middlemen,Medium,0.8123224043715846,1.0,0.0065573770491803,lhs_component_historical_exposure,Historical exposure,0.9018518518518518,0.08952944748026714,0.08952944748026714,25.0,18.0,-7.0
Subang,Middlemen,Medium,0.8023075223956372,0.8169047619047619,0.3641466525278,lhs_component_historical_exposure,Historical exposure,0.8509920634920634,0.04868454109642617,0.04868454109642617,26.0,24.0,-2.0
Karawang,Middlemen,Medium,0.7949999999999999,1.0,1.0,lhs_component_historical_exposure,Historical exposure,0.7722222222222221,-0.022777777777777786,0.022777777777777786,27.0,35.0,8.0
Tasikmalaya,Rice Miller,High,0.7760580365554927,0.9982758620689656,0.0065573770491803,lhs_component_historical_exposure,Historical exposure,0.861558109833972,0.0855000732784793,0.0855000732784793,28.0,23.0,-5.0
Garut,Retail,Low,0.7713343115069773,0.9940217391304348,0.3949554339103519,lhs_component_historical_exposure,Historical exposure,0.8131541867954911,0.04181987528851383,0.04181987528851383,29.0,31.0,2.0
Karawang,Wholesaler,Low,0.7697619047619048,0.7857142857142857,1.0,lhs_component_historical_exposure,Historical exposure,0.744179894179894,-0.025582010582010706,0.025582010582010706,30.0,37.0,7.0
Subang,Retail,Low,0.7697479985861134,1.0,0.3641466525278,lhs_component_historical_exposure,Historical exposure,0.8148148148148148,0.045066816228701345,0.045066816228701345,31.0,27.0,-4.0
Garut,Middlemen,Low,0.7678288767243686,1.0,0.3949554339103519,lhs_component_historical_exposure,Historical exposure,0.8092592592592592,0.04143038253489062,0.04143038253489062,32.0,32.0,0.0
Indramayu,Middlemen,Medium,0.7487836356351981,0.72609375,0.0559353146853146,lhs_component_historical_exposure,Historical exposure,0.8257667824074073,0.07698314677220919,0.07698314677220919,33.0,26.0,-7.0
Indramayu,Retail,Low,0.7389268648018649,1.0,0.0559353146853146,lhs_component_historical_exposure,Historical exposure,0.8148148148148148,0.0758879500129499,0.0758879500129499,34.0,27.0,-7.0
Tasikmalaya,Retail,Low,0.7339890710382514,1.0,0.0065573770491803,lhs_component_historical_exposure,Historical exposure,0.8148148148148148,0.08082574377656337,0.08082574377656337,35.0,27.0,-8.0
Tasikmalaya,Middlemen,Low,0.7204545882796306,0.9658620689655172,0.0065573770491803,lhs_component_historical_exposure,Historical exposure,0.7997765006385695,0.07932191235893893,0.07932191235893893,36.0,33.0,-3.0
Garut,Wholesaler,Low,0.7144538767243686,0.8065000000000001,0.3949554339103519,lhs_component_historical_exposure,Historical exposure,0.7499537037037036,0.03549982697933507,0.03549982697933507,37.0,36.0,-1.0
Garut,Rice Miller,High,0.6862403350577019,0.9503125,0.3949554339103519,lhs_component_historical_exposure,Historical exposure,0.718605324074074,0.03236498901637208,0.03236498901637208,38.0,40.0,2.0
Subang,Rice Miller,High,0.6799563319194467,0.9375,0.3641466525278,lhs_component_historical_exposure,Historical exposure,0.7150462962962962,0.035089964376849525,0.035089964376849525,39.0,41.0,2.0
Tasikmalaya,Rice Miller,Medium,0.6623152204635386,0.8766379310344827,0.0065573770491803,lhs_component_historical_exposure,Historical exposure,0.7351772030651338,0.07286198260159515,0.07286198260159515,40.0,38.0,-2.0
Indramayu,Rice Miller,High,0.6562675510763746,0.9660294117647058,0.0559353146853146,lhs_component_historical_exposure,Historical exposure,0.7229711328976034,0.06670358182122882,0.06670358182122882,41.0,39.0,-2.0
Karawang,Middlemen,Low,0.6557291666666667,0.77625,1.0,lhs_component_historical_exposure,Historical exposure,0.6174768518518519,-0.038252314814814836,0.038252314814814836,42.0,45.0,3.0
Subang,Middlemen,Low,0.6402539509670657,0.5020238095238095,0.3641466525278,lhs_component_historical_exposure,Historical exposure,0.6709325396825396,0.03067858871547391,0.03067858871547391,43.0,43.0,0.0
Indramayu,Middlemen,Low,0.6315440523018648,0.59046875,0.0559353146853146,lhs_component_historical_exposure,Historical exposure,0.6955005787037036,0.0639565264018388,0.0639565264018388,44.0,42.0,-2.0
Indramayu,Wholesaler,High,0.6006976981351981,0.75375,0.0559353146853146,lhs_component_historical_exposure,Historical exposure,0.6612268518518517,0.06052915371665357,0.06052915371665357,45.0,44.0,-1.0
Karawang,Farmer,High,0.5609827044025156,0.2472641509433962,1.0,lhs_component_historical_exposure,Historical exposure,0.512203004891684,-0.04877969951083161,0.04877969951083161,46.0,54.0,8.0
Subang,Wholesaler,High,0.5557896652527801,0.4508333333333333,0.3641466525278,lhs_component_historical_exposure,Historical exposure,0.5770833333333332,0.021293668080553108,0.021293668080553108,47.0,47.0,0.0
Indramayu,Rice Miller,Medium,0.5350298059783354,0.8144117647058824,0.0559353146853146,lhs_component_historical_exposure,Historical exposure,0.5882625272331155,0.05323272125478007,0.05323272125478007,48.0,46.0,-2.0
Garut,Farmer,High,0.528024454955661,0.3574489795918367,0.3949554339103519,lhs_component_historical_exposure,Historical exposure,0.542809901738473,0.014785446782812017,0.014785446782812017,49.0,48.0,-1.0
Garut,Rice Miller,Medium,0.5090788767243686,0.5750000000000001,0.3949554339103519,lhs_component_historical_exposure,Historical exposure,0.521759259259259,0.012680382534890455,0.012680382534890455,50.0,52.0,2.0
Subang,Farmer,High,0.5068475656856803,0.2850649350649351,0.3641466525278,lhs_component_historical_exposure,Historical exposure,0.5227032227032226,0.015855657017542213,0.015855657017542213,51.0,51.0,0.0
Indramayu,Farmer,High,0.4906876174900368,0.3437096774193548,0.0559353146853146,lhs_component_historical_exposure,Historical exposure,0.5389934289127837,0.04830581142274687,0.04830581142274687,52.0,50.0,-2.0
Tasikmalaya,Rice Miller,Low,0.4860077491991708,0.5047413793103448,0.0065573770491803,lhs_component_historical_exposure,Historical exposure,0.5392800127713919,0.053272263572221146,0.053272263572221146,53.0,49.0,-4.0
Indramayu,Wholesaler,Medium,0.4724815523018648,0.57421875,0.0559353146853146,lhs_component_historical_exposure,Historical exposure,0.5187644675925924,0.046282915290727644,0.046282915290727644,54.0,53.0,-1.0
Subang,Rice Miller,Medium,0.4610872843003989,0.3953571428571428,0.3641466525278,lhs_component_historical_exposure,Historical exposure,0.47185846560846545,0.010771181308066535,0.010771181308066535,55.0,56.0,1.0
Tasikmalaya,Farmer,High,0.4488451316443119,0.1960909090909091,0.0065573770491803,lhs_component_historical_exposure,Historical exposure,0.4979882154882153,0.04914308384390342,0.04914308384390342,56.0,55.0,-1.0
Karawang,Farmer,Medium,0.4415526729559748,0.102877358490566,1.0,lhs_component_historical_exposure,Historical exposure,0.37950296995108296,-0.06204970300489182,0.06204970300489182,57.0,63.0,6.0
Garut,Farmer,Medium,0.4275163767243685,0.28875,0.3949554339103519,lhs_component_historical_exposure,Historical exposure,0.4311342592592591,0.003617882534890593,0.003617882534890593,58.0,57.0,-1.0
Subang,Wholesaler,Medium,0.4004920462051609,0.1629761904761904,0.3641466525278,lhs_component_historical_exposure,Historical exposure,0.4045304232804231,0.004038377075262223,0.004038377075262223,59.0,58.0,-1.0
Subang,Farmer,Medium,0.3913794920926068,0.156525974025974,0.3641466525278,lhs_component_historical_exposure,Historical exposure,0.394405363155363,0.0030258710627562024,0.0030258710627562024,60.0,61.0,1.0
Garut,Rice Miller,Low,0.3904851267243685,0.4339583333333333,0.3949554339103519,lhs_component_historical_exposure,Historical exposure,0.3899884259259258,-0.0004967007984427174,0.0004967007984427174,61.0,62.0,1.0
Indramayu,Rice Miller,Low,0.3646376491155902,0.4661764705882353,0.0559353146853146,lhs_component_historical_exposure,Historical exposure,0.3989379084967319,0.03430025938114167,0.03430025938114167,62.0,59.0,-3.0
Indramayu,Farmer,Medium,0.3608522680276712,0.1577016129032258,0.0559353146853146,lhs_component_historical_exposure,Historical exposure,0.39473192951015507,0.03387966148248389,0.03387966148248389,63.0,60.0,-3.0
Karawang,Farmer,Low,0.3560849056603773,0.0943396226415094,1.0,lhs_component_historical_exposure,Historical exposure,0.28453878406708577,-0.07154612159329155,0.07154612159329155,64.0,71.0,7.0
Tasikmalaya,Farmer,Medium,0.3354549801291604,0.0758636363636363,0.0065573770491803,lhs_component_historical_exposure,Historical exposure,0.37199915824915797,0.03654417811999755,0.03654417811999755,65.0,64.0,-1.0
Subang,Rice Miller,Low,0.3265337128718275,0.1904761904761904,0.3641466525278,lhs_component_historical_exposure,Historical exposure,0.3223544973544972,-0.004179215517330248,0.004179215517330248,66.0,65.0,-1.0
Garut,Farmer,Low,0.3263386556359331,0.2173724489795918,0.3949554339103519,lhs_component_historical_exposure,Historical exposure,0.31871456916099755,-0.007624086474935565,0.007624086474935565,67.0,66.0,-1.0
Subang,Wholesaler,Low,0.3121289509670657,0.1428571428571428,0.3641466525278,lhs_component_historical_exposure,Historical exposure,0.3063492063492062,-0.005779744617859517,0.005779744617859517,68.0,67.0,-1.0
Subang,Farmer,Low,0.2958302496683643,0.1076623376623376,0.3641466525278,lhs_component_historical_exposure,Historical exposure,0.2882395382395381,-0.0075907114288262245,0.0075907114288262245,69.0,70.0,1.0
Indramayu,Wholesaler,Low,0.2735232189685314,0.11171875,0.0559353146853146,lhs_component_historical_exposure,Historical exposure,0.29769965277777766,0.02417643380924628,0.02417643380924628,70.0,68.0,-2.0
Indramayu,Farmer,Low,0.2661479669524024,0.1122177419354838,0.0559353146853146,lhs_component_historical_exposure,Historical exposure,0.28950492831541197,0.023356961363009576,0.023356961363009576,71.0,69.0,-2.0
Tasikmalaya,Farmer,Low,0.2420989195230998,0.0357727272727272,0.0065573770491803,lhs_component_historical_exposure,Historical exposure,0.26827020202020185,0.026171282497102044,0.026171282497102044,72.0,72.0,0.0
Karawang,Retail,High,1.0,1.0,1.0,lhs_component_actor_role,Actor role,0.9999999999999999,-1.1102230246251565e-16,1.1102230246251565e-16,1.0,1.0,0.0
Karawang,Rice Miller,High,0.9925,1.0,1.0,lhs_component_actor_role,Actor role,0.9999999999999999,0.00749999999999984,0.00749999999999984,2.0,1.0,-1.0
Karawang,Wholesaler,High,0.9561607142857144,0.8646428571428572,1.0,lhs_component_actor_role,Actor role,0.9643796992481203,0.008218984962405917,0.008218984962405917,3.0,3.0,0.0
Garut,Retail,High,0.9394955433910352,1.0,0.3949554339103519,lhs_component_actor_role,Actor role,0.9363110983063527,-0.003184445084682519,0.003184445084682519,4.0,4.0,0.0
Subang,Retail,High,0.93641466525278,1.0,0.3641466525278,lhs_component_actor_role,Actor role,0.9330680686871368,-0.0033465965656432894,0.0033465965656432894,5.0,6.0,1.0
Garut,Middlemen,High,0.9344955433910352,1.0,0.3949554339103519,lhs_component_actor_role,Actor role,0.9363110983063527,0.0018155549153174855,0.0018155549153174855,6.0,4.0,-2.0
Karawang,Retail,Medium,0.9166666666666666,1.0,1.0,lhs_component_actor_role,Actor role,0.9122807017543858,-0.004385964912280826,0.004385964912280826,7.0,8.0,1.0
Garut,Wholesaler,High,0.9104205433910352,0.9237,0.3949554339103519,lhs_component_actor_role,Actor role,0.9162321509379318,0.00581160754689658,0.00581160754689658,8.0,7.0,-1.0
Karawang,Rice Miller,Medium,0.9091666666666666,1.0,1.0,lhs_component_actor_role,Actor role,0.9122807017543858,0.0031140350877192358,0.0031140350877192358,9.0,8.0,-1.0
Subang,Middlemen,High,0.9084979985861134,0.9083333333333332,0.3641466525278,lhs_component_actor_role,Actor role,0.9089452616695929,0.00044726308347953214,0.00044726308347953214,10.0,10.0,0.0
Indramayu,Retail,High,0.9055935314685316,1.0,0.0559353146853146,lhs_component_actor_role,Actor role,0.900624769966875,-0.004968761501656593,0.004968761501656593,11.0,11.0,0.0
Tasikmalaya,Retail,High,0.900655737704918,1.0,0.0065573770491803,lhs_component_actor_role,Actor role,0.8954270923209662,-0.0052286453839518465,0.0052286453839518465,12.0,12.0,0.0
Tasikmalaya,Middlemen,High,0.895655737704918,1.0,0.0065573770491803,lhs_component_actor_role,Actor role,0.8954270923209662,-0.00022864538395184208,0.00022864538395184208,13.0,12.0,-1.0
Indramayu,Middlemen,High,0.8880154064685315,0.9496875,0.0559353146853146,lhs_component_actor_role,Actor role,0.8873846383879277,-0.0006307680806038052,0.0006307680806038052,14.0,14.0,0.0
Karawang,Middlemen,High,0.8783333333333333,1.0,1.0,lhs_component_actor_role,Actor role,0.8771929824561403,-0.001140350877192997,0.001140350877192997,15.0,15.0,0.0
Garut,Retail,Medium,0.8561622100577019,1.0,0.3949554339103519,lhs_component_actor_role,Actor role,0.8485918000607386,-0.007570409996963234,0.007570409996963234,16.0,17.0,1.0
Karawang,Wholesaler,Medium,0.853095238095238,0.7857142857142857,1.0,lhs_component_actor_role,Actor role,0.8558897243107768,0.002794486215538794,0.002794486215538794,17.0,16.0,-1.0
Subang,Retail,Medium,0.8530813319194467,1.0,0.3641466525278,lhs_component_actor_role,Actor role,0.8453487704415227,-0.007732561477924005,0.007732561477924005,18.0,19.0,1.0
Garut,Middlemen,Medium,0.8511622100577019,1.0,0.3949554339103519,lhs_component_actor_role,Actor role,0.8485918000607386,-0.00257040999696323,0.00257040999696323,19.0,17.0,-2.0
Karawang,Retail,Low,0.8333333333333334,1.0,1.0,lhs_component_actor_role,Actor role,0.8245614035087719,-0.00877192982456143,0.00877192982456143,20.0,20.0,0.0
Garut,Wholesaler,Medium,0.8226872100577018,0.9061,0.3949554339103519,lhs_component_actor_role,Actor role,0.8238812737449492,0.001194063687247393,0.001194063687247393,21.0,21.0,0.0
Indramayu,Retail,Medium,0.8222601981351981,1.0,0.0559353146853146,lhs_component_actor_role,Actor role,0.8129054717212609,-0.009354726413937198,0.009354726413937198,22.0,23.0,1.0
Tasikmalaya,Retail,Medium,0.8173224043715847,1.0,0.0065573770491803,lhs_component_actor_role,Actor role,0.8077077940753521,-0.009614610296232562,0.009614610296232562,23.0,24.0,1.0
Karawang,Rice Miller,Low,0.8164583333333333,0.9625,1.0,lhs_component_actor_role,Actor role,0.8146929824561403,-0.0017653508771929838,0.0017653508771929838,24.0,22.0,-2.0
Tasikmalaya,Middlemen,Medium,0.8123224043715846,1.0,0.0065573770491803,lhs_component_actor_role,Actor role,0.8077077940753521,-0.0046146102962325575,0.0046146102962325575,25.0,24.0,-1.0
Subang,Middlemen,Medium,0.8023075223956372,0.8169047619047619,0.3641466525278,lhs_component_actor_role,Actor role,0.7971658130480389,-0.005141709347598278,0.005141709347598278,26.0,26.0,0.0
Karawang,Middlemen,Medium,0.7949999999999999,1.0,1.0,lhs_component_actor_role,Actor role,0.7894736842105262,-0.0055263157894737125,0.0055263157894737125,27.0,27.0,0.0
Tasikmalaya,Rice Miller,High,0.7760580365554927,0.9982758620689656,0.0065573770491803,lhs_component_actor_role,Actor role,0.7721663542689396,-0.003891682286553011,0.003891682286553011,28.0,28.0,0.0
Garut,Retail,Low,0.7713343115069773,0.9940217391304348,0.3949554339103519,lhs_component_actor_role,Actor role,0.7592992752705023,-0.01203503623647495,0.01203503623647495,29.0,31.0,2.0
Karawang,Wholesaler,Low,0.7697619047619048,0.7857142857142857,1.0,lhs_component_actor_role,Actor role,0.7681704260651628,-0.0015914786967419214,0.0015914786967419214,30.0,29.0,-1.0
Subang,Retail,Low,0.7697479985861134,1.0,0.3641466525278,lhs_component_actor_role,Actor role,0.7576294721959088,-0.01211852639020461,0.01211852639020461,31.0,32.0,1.0
Garut,Middlemen,Low,0.7678288767243686,1.0,0.3949554339103519,lhs_component_actor_role,Actor role,0.7608725018151248,-0.006956374909243834,0.006956374909243834,32.0,30.0,-2.0
Indramayu,Middlemen,Medium,0.7487836356351981,0.72609375,0.0559353146853146,lhs_component_actor_role,Actor role,0.7408248796159979,-0.007958756019200264,0.007958756019200264,33.0,33.0,0.0
Indramayu,Retail,Low,0.7389268648018649,1.0,0.0559353146853146,lhs_component_actor_role,Actor role,0.7251861734756471,-0.013740691326217802,0.013740691326217802,34.0,34.0,0.0
Tasikmalaya,Retail,Low,0.7339890710382514,1.0,0.0065573770491803,lhs_component_actor_role,Actor role,0.7199884958297382,-0.014000575208513166,0.014000575208513166,35.0,35.0,0.0
Tasikmalaya,Middlemen,Low,0.7204545882796306,0.9658620689655172,0.0065573770491803,lhs_component_actor_role,Actor role,0.7110048297680321,-0.00944975851159846,0.00944975851159846,36.0,36.0,0.0
Garut,Wholesaler,Low,0.7144538767243686,0.8065000000000001,0.3949554339103519,lhs_component_actor_role,Actor role,0.7099514491835458,-0.004502427540822751,0.004502427540822751,37.0,37.0,0.0
Garut,Rice Miller,High,0.6862403350577019,0.9503125,0.3949554339103519,lhs_component_actor_role,Actor role,0.6776214053238966,-0.008618929733805292,0.008618929733805292,38.0,38.0,0.0
Subang,Rice Miller,High,0.6799563319194467,0.9375,0.3641466525278,lhs_component_actor_role,Actor role,0.6710066651783648,-0.008949666741081885,0.008949666741081885,39.0,39.0,0.0
Tasikmalaya,Rice Miller,Medium,0.6623152204635386,0.8766379310344827,0.0065573770491803,lhs_component_actor_role,Actor role,0.6524370741721458,-0.00987814629139283,0.00987814629139283,40.0,40.0,0.0
Indramayu,Rice Miller,High,0.6562675510763746,0.9660294117647058,0.0559353146853146,lhs_component_actor_role,Actor role,0.6460711063961835,-0.010196444680191097,0.010196444680191097,41.0,41.0,0.0
Karawang,Middlemen,Low,0.6557291666666667,0.77625,1.0,lhs_component_actor_role,Actor role,0.6428728070175438,-0.012856359649122906,0.012856359649122906,42.0,42.0,0.0
Subang,Middlemen,Low,0.6402539509670657,0.5020238095238095,0.3641466525278,lhs_component_actor_role,Actor role,0.6265831062811217,-0.013670844685944039,0.013670844685944039,43.0,43.0,0.0
Indramayu,Middlemen,Low,0.6315440523018648,0.59046875,0.0559353146853146,lhs_component_actor_role,Actor role,0.6174147918966997,-0.014129260405165156,0.014129260405165156,44.0,44.0,0.0
Indramayu,Wholesaler,High,0.6006976981351981,0.75375,0.0559353146853146,lhs_component_actor_role,Actor role,0.5902081033002083,-0.01048959483498979,0.01048959483498979,45.0,45.0,0.0
Karawang,Farmer,High,0.5609827044025156,0.2472641509433962,1.0,lhs_component_actor_role,Actor role,0.5562975835815954,-0.004685120820920208,0.004685120820920208,46.0,46.0,0.0
Subang,Wholesaler,High,0.5557896652527801,0.4508333333333333,0.3641466525278,lhs_component_actor_role,Actor role,0.5429364897397683,-0.012853175513011794,0.012853175513011794,47.0,47.0,0.0
Indramayu,Rice Miller,Medium,0.5350298059783354,0.8144117647058824,0.0559353146853146,lhs_component_actor_role,Actor role,0.5184524273456159,-0.016577378632719464,0.016577378632719464,48.0,49.0,1.0
Garut,Farmer,High,0.528024454955661,0.3574489795918367,0.3949554339103519,lhs_component_actor_role,Actor role,0.5216046894270114,-0.006419765528649535,0.006419765528649535,49.0,48.0,-1.0
Garut,Rice Miller,Medium,0.5090788767243686,0.5750000000000001,0.3949554339103519,lhs_component_actor_role,Actor role,0.49113565970986145,-0.01794321701450713,0.01794321701450713,50.0,51.0,1.0
Subang,Farmer,High,0.5068475656856803,0.2850649350649351,0.3641466525278,lhs_component_actor_role,Actor role,0.49931322703755815,-0.007534338648122196,0.007534338648122196,51.0,50.0,-1.0
Indramayu,Farmer,High,0.4906876174900368,0.3437096774193548,0.0559353146853146,lhs_component_actor_role,Actor role,0.48230275525267025,-0.008384862237366564,0.008384862237366564,52.0,52.0,0.0
Tasikmalaya,Rice Miller,Low,0.4860077491991708,0.5047413793103448,0.0065573770491803,lhs_component_actor_role,Actor role,0.4668502623149166,-0.01915748688425417,0.01915748688425417,53.0,53.0,0.0
Indramayu,Wholesaler,Medium,0.4724815523018648,0.57421875,0.0559353146853146,lhs_component_actor_role,Actor role,0.4552437392651207,-0.0172378130367441,0.0172378130367441,54.0,54.0,0.0
Subang,Rice Miller,Medium,0.4610872843003989,0.3953571428571428,0.3641466525278,lhs_component_actor_role,Actor role,0.44061819400041985,-0.020469090299979065,0.020469090299979065,55.0,55.0,0.0
Tasikmalaya,Farmer,High,0.4488451316443119,0.1960909090909091,0.0065573770491803,lhs_component_actor_role,Actor role,0.4382580333098019,-0.010587098334509992,0.010587098334509992,56.0,56.0,0.0
Karawang,Farmer,Medium,0.4415526729559748,0.102877358490566,1.0,lhs_component_actor_role,Actor role,0.43058176100628914,-0.010970911949685636,0.010970911949685636,57.0,57.0,0.0
Garut,Farmer,Medium,0.4275163767243685,0.28875,0.3949554339103519,lhs_component_actor_role,Actor role,0.4158067123414404,-0.011709664382928087,0.011709664382928087,58.0,58.0,0.0
Subang,Wholesaler,Medium,0.4004920462051609,0.1629761904761904,0.3641466525278,lhs_component_actor_role,Actor role,0.3794653117949061,-0.021026734410254766,0.021026734410254766,59.0,59.0,0.0
Subang,Farmer,Medium,0.3913794920926068,0.156525974025974,0.3641466525278,lhs_component_actor_role,Actor role,0.3777678864132702,-0.013611605679336614,0.013611605679336614,60.0,60.0,0.0
Garut,Rice Miller,Low,0.3904851267243685,0.4339583333333333,0.3949554339103519,lhs_component_actor_role,Actor role,0.36630013339407197,-0.024184993330296556,0.024184993330296556,61.0,61.0,0.0
Indramayu,Rice Miller,Low,0.3646376491155902,0.4661764705882353,0.0559353146853146,lhs_component_actor_role,Actor role,0.33909226222693695,-0.025545386888653265,0.025545386888653265,62.0,64.0,2.0
Indramayu,Farmer,Medium,0.3608522680276712,0.1577016129032258,0.0559353146853146,lhs_component_actor_role,Actor role,0.3456339663449169,-0.015218301682754287,0.015218301682754287,63.0,62.0,-1.0
Karawang,Farmer,Low,0.3560849056603773,0.0943396226415094,1.0,lhs_component_actor_role,Actor role,0.3406156901688181,-0.015469215491559218,0.015469215491559218,64.0,63.0,-1.0
Tasikmalaya,Farmer,Medium,0.3354549801291604,0.0758636363636363,0.0065573770491803,lhs_component_actor_role,Actor role,0.31889997908332657,-0.01655500104583385,0.01655500104583385,65.0,65.0,0.0
Subang,Rice Miller,Low,0.3265337128718275,0.1904761904761904,0.3641466525278,lhs_component_actor_role,Actor role,0.29898285565455524,-0.02755085721727224,0.02755085721727224,66.0,67.0,1.0
Garut,Farmer,Low,0.3263386556359331,0.2173724489795918,0.3949554339103519,lhs_component_actor_role,Actor role,0.3093038480378242,-0.017034807598108936,0.017034807598108936,67.0,66.0,-1.0
Subang,Wholesaler,Low,0.3121289509670657,0.1428571428571428,0.3641466525278,lhs_component_actor_role,Actor role,0.28645152733375323,-0.02567742363331249,0.02567742363331249,68.0,68.0,0.0
Subang,Farmer,Low,0.2958302496683643,0.1076623376623376,0.3641466525278,lhs_component_actor_role,Actor role,0.27718973649301504,-0.01864051317534926,0.01864051317534926,69.0,69.0,0.0
Indramayu,Wholesaler,Low,0.2735232189685314,0.11171875,0.0559353146853146,lhs_component_actor_role,Actor role,0.24581391470371713,-0.027709304264814244,0.027709304264814244,70.0,71.0,1.0
Indramayu,Farmer,Low,0.2661479669524024,0.1122177419354838,0.0559353146853146,lhs_component_actor_role,Actor role,0.24594522837094965,-0.020202738581452745,0.020202738581452745,71.0,70.0,-1.0
Tasikmalaya,Farmer,Low,0.2420989195230998,0.0357727272727272,0.0065573770491803,lhs_component_actor_role,Actor role,0.2206304416032628,-0.021468477919836998,0.021468477919836998,72.0,72.0,0.0
